type,year,term,subject,monndai,img,coices,correct,kaisetu,topic
binary,2022,前期,無線工学,次の記述は、AM(A3E)通信方式と比べたときのFM(F3E)通信方式の一般的な特徴について述べたものである。このうち正しいものを1、誤っているものを2として解答せよ。,,ア  パルス性雑音の影響を受けやすい。 ｜イ  主に超短波(VHF)帯及び極超短波(UHF)帯の周波数帯で用いられる。 ｜ウ  同一周波数の妨害波があっても、希望波が妨害波よりある程度強ければ妨害波を抑圧して通信ができる。 ｜エ  受信電波の強度があるレベル以下になると、受信機出力の信号対雑音比(S/N)が急激に悪くなる。 ｜オ  占有周波数帯幅が狭い。,2-1-1-1-2,,
multi,2022,前期,無線工学,"次の記述は、図に示すアンテナについて述べたものである。（　　）内に入れるべき字句を下の番号から選べ。 

(1) このアンテナの名称は、 （　ア　） アンテナである。 
(2) 同軸給電線の内部導体に （　イ　） の長さ l の中心導体を接続し、同じ長さ l の 導体を同軸給電線の外部導体の外側にかぶせて給電点で接続したものである。 
(3) このアンテナを大地に垂直に設置したとき、水平面内の指向性は、 （　ウ　） である。 
(4) 利得は、半波長ダイポールアンテナの利得 （　エ　） 大きさである。 
(5) 通常、 （　オ　） 帯などの周波数で使用される。",img/202502_Kougaku_A_(11).png,ブラウン     ｜  1/2波長     ｜ 全方向性     ｜  とほぼ同じ       ｜  長波(LF) ｜ スリーブ     ｜ 1/4波長     ｜ 8字形        ｜ のほぼ2倍の   ｜  超短波(VHF）、極超短波(UHF) ,6-7-3-4-10,,
multi,2022,前期,無線工学,"次の記述は、超短波(VHF)帯の電波の海上伝搬等について述べたものである。（　）内に入れるべき字句を下の番号から選べ。 なお、同じ記号の(　　) 内には同じ字句が入るものとする。 

(1) 見通し距離内では、受信波は、 （　ア　） と海面からの反射波とが合成されたものである。 
(2) (1)のため、 （　ア　） と海面からの反射波が （　イ　） で合成されると、受信点の電界強度は、弱められる。 
(3) 標準大気中では、幾何学的見通し距離よりも遠方まで伝搬 （　ウ　） 。 
(4) 障害物の裏側に回り込む電波は、 （　エ　） という。 
(5) 夏季に電離層に （　オ　） が突発的に発生すると、電波は見通し距離の外まで伝搬することがある。",,F層からの反射波      ｜逆相     ｜ する       ｜  定在波       ｜  D層  ｜直接波             ｜  同相      ｜  しない    ｜  回折波     ｜  スポラジックE層(ES層) ,6-2-3-9-10,,
normal,2022,後期,無線工学,"次の記述は、磁石の性質等について述べたものである。（　　）内に入れるべき字句の正しい組合せを下の番号から選べ。 

(1) 図1に示すように、二つの磁石M1及びM2それぞれのS極を互いに近づけると、M1とM2の間には、（　A　）が働く。 
(2) 図2に示すように、磁石M1のS極を鉄片Feに近づけると、鉄片Feの磁石M1に近い部分に磁極の（　B　）が現れる。 
(3) (2)のように、鉄片Feに磁極が現れる現象を（　C　）現象という。",img/202208_Kougaku_A_(1).png,1  　　A：吸引力     　　B：S 極   　　　C：電磁誘導 ｜2  　　A：吸引力     　　B：N極    　　　C：磁気誘導 ｜3  　　A：反発力     　　B：S 極   　　　C：電磁誘導 ｜4  　　A：反発力     　　B：N極   　　　C：電磁誘導 ｜5  　　A：反発力     　　B：N極   　　　C：磁気誘導,5,,
normal,2022,後期,無線工学,次の記述は、図に示すトランジスタ(Tr)のベース接地電流増幅率 α とエミッタ接地電流増幅率 β について述べたものである。このうち誤っているものを下の番号から選べ。 ,img/202208_Kougaku_A_(2).png,1　α は、α < 1である。 ｜2　α は、α = IC /IEである。 ｜3　IC は、IC = IE + IB である。 ｜4　β は、β = IC /IBである。 ｜5　β を α で表すと、β = α / (1-α)である。,3,,
normal,2022,後期,無線工学,"次の記述は、図に示す抵抗R、容量リアクタンスXC及び誘導リアクタンスXLの並列回路について述べたものである。 内に入れるべき字句の正しい組合せを下の番号から選べ。ただし、回路は共振状態にあるものとする。 

(1) XLに流れる電流Ⅰ0（L）の大きさは、（　A　）〔mA〕である。 
(2) 交流電圧V から流れる電流0 の大きさは、（　B　）〔mA〕である。 
(3)VとⅠ0 の位相差は、（　C　）〔rad〕である。",img/202208_Kougaku_A_(3).png,1  　　A：20　　　  B：2      　　C：0 ｜2  　　A：20　　　  B：22　　　C：π/2 ｜3  　　A：100　　　B：10　　　C：π/2 ｜4  　　A：100　　　B：10　　　C：0 ｜5  　　A：100　　　B：2　　　  C：0,4,,
normal,2022,後期,無線工学,"次の記述は、送信機等に用いられる発振器の周囲温度や湿度及び負荷の変化による発振周波数の変動の原因とその防止策につい て述べたものである。（　　）内に入れるべき字句の正しい組合せを下の番号から選べ。 

(1) 温度や湿度が変化すると、共振回路のインピーダンスが変化し、発振周波数が変動する。これを防ぐには、水晶発振器では、水晶振 動子を含む発振回路等を（　A　）に入れる方法がある。 また、自励発振器では、共振回路の部品を温度や湿度の影響を受けない場所 に置く等の方法がある。 
(2) 発振器に結合する負荷の入力インピーダンスや結合度が変化すると、共振回路 のインピーダンスが変化し、発振周波数が変動する。これを防ぐには、発振器と負荷 との間の結合を（　B　）にしたり、（　C　）を用いる方法がある。",,1  　A：恒温槽　　　　　B：疎　　　C：緩衝増幅器 ｜2  　A：恒温槽　　　　　B：密　　　C：励振増幅器 ｜3  　A：電磁遮蔽箱　　　B：疎　　　C：緩衝増幅器 ｜4  　A：電磁遮蔽箱　　　B：密　　　C：緩衝増幅器 ｜5  　A：電磁遮蔽箱　　　B：疎　　　C：励振増幅器,1,,
normal,2022,後期,無線工学,次の記述は、DSB(A3E)送信機に必要な条件について述べたものである。このうち、誤っているものを下の番号から選べ。,,1　一般的に、電力効率が高いこと。 ｜2　発射される電波の占有周波数帯幅は、許容値内であること。 ｜3　スプリアス発射が少なく、その強度が許容値内であること。 ｜4　送信機からアンテナ系に供給される電力は、安定かつ適正であり、常に許容される偏差内に保たれていること。 ｜5　送信される電波の周波数は、正確かつ安定であり、常に許容される偏差以上であること。,5,,
normal,2022,後期,無線工学,周波数 fC〔Hz〕の搬送波を最高周波数が fS〔Hz〕の信号で周波数変調したときの占有周波数帯幅 B〔Hz〕を表す近似式として、適切なものを下の番号から選べ。ただし、最大周波数偏移をΔ f 〔Hz〕とし、変調指数 mf は、1 < mf < 10 とする。,,1 　　 B ≒ 2( Δ f － fS ) 〔Hz〕 ｜2 　　 B ≒ 2( Δ f ＋ fS ) 〔Hz〕 ｜3  　　B ≒ 2( Δ f ＋ fC ) 〔Hz〕 ｜4 　　 B ≒ Δ f ＋ fS    〔Hz〕 ｜5  　　B ≒ Δ f － fS    〔Hz〕,2,,
normal,2022,後期,無線工学,"次の記述は、図に示すスーパヘテロダイン受信機(A3E)の原理的な構成例について述べたものである。（　　）内に入れるべき字句の 正しい組合せを下の番号から選べ。なお、同じ記号の 内には、同じ字句が入るものとする。 

(1) 受信周波数fCは、局部発振器と（　A　）によって、中間周波数f Iに変換される。 
(2) 一般に、中間周波数f Iは、受信周波数fCよりも（　B　）周波数である。 
(3) 検波器は、振幅変調された信号から、（　C　）信号を取り出す。",img/202208_Kougaku_A_(7).png,1  　　A：周波数弁別器     　　B：高い    　　C：同期 ｜2  　　A：周波数弁別器     　　B：低い    　　C：音声 ｜3  　　A：周波数弁別器     　　B：高い    　　C：音声 ｜4  　　A：周波数混合器     　　B：低い    　　C：音声 ｜5  　　A：周波数混合器     　　B：高い    　　C：同期 ,4,,
normal,2022,後期,無線工学,"次の記述は、受信機の性能について述べたものである。（　）内に入れるべき字句の正しい組合せを下の番号から選べ。 

(1) 受信した信号波を受信機の出力側で、どれだけ正確に元の信号波に再現できるかを表す能力を、（　A　）という。 
(2) 周波数の異なる数多くの電波の中から、目的とする電波だけを選び出すことができるかを表す能力を、（　B　）という。 
(3) どの程度まで弱い電波を受信することができるかを表す能力を、（　C　）という。",,1　　A：安定度　　　B：感度　　　　C：忠実度 ｜2　　A：安定度　　　B：選択度　　　C：感度 ｜3　　A：忠実度　　　B：選択度　　　C：感度 ｜4　　A：忠実度　　　B：感度　　　　C：安定度 ｜5　　A：忠実度　　　B：選択度　　　C：安定度,3,,
